0.8,0.23102,0.0079536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49711,0.63683,0.069528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23175,0.8,0.20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067699,0.71788,0.40236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004014,0.39577,0.66905,0.0027466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.065976,0.8,0.12843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1686e-05,0.58902,0.47414,0.0094924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.34506,0.73003,0.073884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.16633,0.8,0.20674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.052837,0.68404,0.40805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0043974,0.38368,0.6759,0.0012103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.06597,0.8,0.13591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.1685e-05,0.48585,0.55319,0.017007,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.17896,0.8,0.13237,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.025544,0.73275,0.37039,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.42424,0.67182,0.018738,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.1653,0.8,0.13106,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.028534,0.69586,0.35563,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.4746e-05,0.40022,0.6534,0.013808,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.14745,0.8,0.1207,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.021046,0.71552,0.34892,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.45238,0.64568,0.015091,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.22036,0.8,0.10555,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.071809,0.75922,0.28642,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0065897,0.52391,0.55706,0.00032644,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.20349,0.8,0.054421,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.028996,0.76753,0.27457,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.49503,0.60943,0.014854,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.24482,0.8,0.10389,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.082726,0.78114,0.28191,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0086892,0.55312,0.54864,0.00012897,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.21813,0.8,0.048625,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.031135,0.77635,0.26583,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.50489,0.60418,0.014631,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.25335,0.8,0.10233,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.08857,0.78746,0.27769,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.010523,0.56662,0.54063,3.2916e-05,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.2267,0.8,0.043187,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.032358,0.78533,0.25731,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.51504,0.5989,0.014427,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.26208,0.8,0.1009,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.094596,0.79371,0.27381,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.012584,0.58002,0.53314,2.0616e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23586,0.8,0.034962,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033665,0.79485,0.22874,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52561,0.54934,0.011311,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27107,0.7595,0.079112,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10083,0.8,0.21468,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014888,0.67084,0.41801,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0411e-07,0.4116,0.65734,0.011393,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183,0.79654,0.082355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055995,0.8,0.22562,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033095,0.66939,0.43949,0.00043042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47378,0.65482,0.020126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3073,0.77732,0.084843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17686,0.8,0.19644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082451,0.72288,0.35492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024085,0.54594,0.56027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014281,0.27237,0.81012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040829,1
